name,price
Python人工智能项目实战 计算机软件与程序设计Python智能系统与技术深度学习强化学习人工智,60.80
正版 PYTHON网络编程（原书第2版） （美）埃里克·周 机械工业 9787111630333,90.50
实用卷积神经网络:运用Python实现高级深度学习模型 python语言编程教程书籍,51.80
Python程序设计基础 第2版 高等学校计算机等级考试二级Python程序设计考试 Pyt,39.70
Python测试驱动开发,91.60
PYTHON程序设计教程(第2版)/杨年华,55.20
Python机器学习实践(测试驱动的开发方法),46.00
【现货】Python程序设计基础（第2版）（计算机系列教材）,42.90
包邮 Python语言程序设计 李学刚 高等教育出版社 高等职业计算机类课程规划教材,44.60
正版Flask Web开发 基于Python的Web应用开发实战 第2版 初学者web开发入门教程书,49.00
包邮 [套装书]Python人工智能项目实战+Python自然语言处理（|8065086,102.70
正版Python 3学习笔记(上卷) 电子工业出版社 雨痕,71.20
包邮 [套装书]聊天机器人：入门、进阶与实战+Python自然语言处理（|8064756,102.70
包邮Flask Web开发基于Python的Web应用开发实战 第2版,129.80
正版Python数据分析基础教程：NumPy学习指南(第2版) (印尼)伊德里斯 人民邮电出版社,36.80
物联网Python开发实战+从芯片到云端+企业级物联网开发与应用 Python物联网全栈开发实践教程,238.00
正版书籍 Python数据预处理技术与实践 白宁超大数据分析与挖掘从业者AI技术开发人员高校人工智,58.80
Python程序设计基础教程（慕课版）,31.00
8本 java  More Effective C++ Python C# SQL编程数据库书籍,441.70
【套装4本】Python C++游戏编程入门 第4版+腾讯游戏开发精粹 Python编程游戏开发教,187.30
包邮 跟着迪哥学 Python数据分析与机器学习实战 唐宇迪+Python与机器学习实战书籍,120.80
【套装2本】TensorFlow深度学习算法原理与编程实践 机器学习宝典 Python强化学习实战,110.30
包邮 Python自动化开发实战 黄永祥+Python自动化测试实战 无涯,107.60
Python自然语言处理实战,49.60
PYTHON语言/刘鹏,44.80
Python编程从零基础到项目实战+基于Python的大数据分析基础及实战+爬虫在机器学习中的应用,137.10
Python数据分析与挖掘实战(第2版)/数据分析与决策技术丛书,59.25
正版书籍 Python数据分析与挖掘实战（第2版）张良均谭立云刘名军江建明大数据分析上机环境源代码,66.60
实用卷积神经网络(运用Python实现高级深度学习模型)/智能系统与技术丛书,53.13
Python函数式编程 第二2版 Python编程从入门到实践基础教程书籍 Python语言程序设,59.25
Python3程序设计(普通高等教育软件工程十三五规划教材),38.84
深度学习-基于Keras的Python实践 计算机 网络 程序设计 深度学习入门和,45.80
利用Python进行数据分析 原书第二2版 Python编程从入门到实践 编程基础教程 网络爬虫入门,89.00
Python机器学习与量化投资 Python 语言和sklearn模块库常用机器学习算法详解 机器学,48.50
包邮Python程序设计——从基础入门到实战应用王雷春著电子工业出版社图书籍,46.50
Python数据处理,74.70
Python科学计算最佳实践 SciPy指南 数据科学 科学计算 展示用Python处理数据研究中,49.90
包邮Python深度学习实战 基于TensorFlow和Keras的聊天机器人以及人脸物体和语音识别,107.60
Python机器学习 原书第2版 pytnon语言编程教程书籍,62.80
正版 Python程序开发案例教程 Python从入门到精通 Python项目实战教程 Pytho,38.30
Python少儿趣味编程 教孩子学编程 少儿编程入门教程图书 零基础自学python编程 青少年,50.40
深度学习技术图像处理入门 深度学习在图像处理中的应用指导书 Python机器深度学习图像识别处理数据,95.20
正版书籍 Python机器学习 赵涓涓强彦Python编程从入门到实践零基础入门核心编程机器学习网,59.70
"真实世界的Python仪器监控：数据采集与控制系统自动化,(美)休斯,电子工业出版社,正版现货",186.00
虫术 Python绝技+用Python写网络爬虫第2版+Python 3网络爬虫开发实战书籍,184.00
3本 深度学习+机器学习 周志华+Python神经网络编程 人工智能书籍,214.60
自然语言处理Python进阶+自然语言处理理论与实战+Python自然语言处理实战：核心技术与算法,154.00
正版图书 Python与量化投资 从基础到实战 Python软件基础知识 Python量,73.50
PYTHON核心编程(第2版),68.10
正版 计算机视觉与深度学习实战:以MATLAB Python为工具 刘衍琦 数字仿真语音图像处理计,80.60
正版书籍 Python人工智能项目实战 桑塔努帕塔纳亚克计算机Python神经网络编程机器学习实战,58.50
Python量化交易实战 通过python建模深度掌握交易量化投资技术 python数据分析量化投,79.00
PYTHON数据分析与大数据处理从入门到精通 朱春旭,65.90
Python基础实例教程(计算机专业群普通高等教育十三五规划教材),22.26
"Python数据分析基础教程王斌会,王术",33.80
Python神经网络编程/深度学习系列,50.40
用Python写网络爬虫,38.22
Python程序设计基础（第2版） 全国计算机等级考试二级Python语言程序设计考试书籍教程,35.20
包邮Python 3破冰人工智能 从入门到实战+Python 3网络爬虫开发实战书籍,120.90
Python数据结构与算法分析 第2版,60.30
现货包邮 Python程序设计基础 第2版 董付国+Python语言程序设计基础 第2版第二版 嵩天,69.80
Python渗透测试编程技术(方法与实践),54.63
包邮Python人脸识别从入门到工程实践+机器学习使用OpenCV和Python进行智能图像处理,107.60
Python学习手册 原书第5版(2册)+像计算机科学家一样思考Python（p,200.00
自学是门手艺 李笑来 python编程从入门到精通实践 Python语言程序设计基础 培养自学能力教,67.30
Python程序设计基础教程(慕课版)/大数据创新人才培养系列,31.28
包邮 Python自动化运维快速入门+自动化平台测试开发 Python测试开发实战书籍 共2册,95.60
Python快乐编程 网络爬虫 21世纪高等学校计算机专业实用规划教材书籍,37.80
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,41.40
赠视频 机器学习.周志华西瓜书 机器学习实战 python基础教程指南 人工智能入门教程中文版 深度,139.30
Python数据可视化之matplotlib精进/数据分析从入门到实战系列,53.13
PYTHON量化交易:策略.技巧与实战,82.20
Python 3快速入门与实战 零基础python编程基础从入门到实战 网络爬虫开发数据分析机器学习,60.00
Python机器学习及实践——从零开始通往Kaggle竞赛之路 Python编程从入门到实践书籍,32.00
Keras快速上手-基于Python的深度学习实战 智能物联网 Keras编程设计,60.80
Python从小白到大牛 编程语言与程序设计 python教程零基础学 pytho,67.50
正版算法图解 基于Python代码示意图 像小说一样有趣的算法入门书 计算机程序设计算法基础教材书籍 算法图解,38.70
Python机器学习与量化投资 Python语言sklearn模块库内置机器学习算法金融量化分析书籍,55.30
Python编程从零基础到项目实战+大数据分析基础及实战+机器学中的应用+揭秘深度强化学+Tenso,300.00
Python基础教程&程序员面试手册 共2册,74.35
包邮 scikit-learn机器学习 第2版+Python深度学习+机器学习实战图书籍 共3册,222.60
【正版现货】Python从入门到精通清华大学出版社Python从入门到精通,65.30
【少儿编程入门书】零基础轻松学Python:青少年趣味编程(全彩版) 快学习教育 中小学生计算机程序,48.00
Python网络编程(Linux),27.30
现货【套装2本】 Python编程从入门到实践+ Python编程从零基础到项目实战 pytho,109.20
Python深度学习：基于PyTorch 图书 计算机与互联网 编程语言与程序设计 机械,70.40
人工智能实验教材职业教育1Python 2机器人 3特征工程 三本套装,460.35
经济金融数据分析及其Python应用 朱顺泉 python语言编程教程书籍,31.80
包邮 编程超有趣 奇妙Python轻松学第1辑+Python趣味编程入门书籍,87.80
Python程序设计案例教程 人民邮电出版社 徐光侠 常光辉 解绍词 黄德玲,46.00
正版 Python统计分析 托马斯 哈斯尔万特 python数据分析教程数据挖掘数据分析,63.40
Python3.6编程实践指南(计算机科学入门原书第3版),53.82
Python数据分析与挖掘实战(第2版)/数据分析与决策技术丛书,60.83
包邮 Python程序设计基础 钟雷灵 电子工业出版社 普通高等教育十三五规划教材,46.80
Python编程与初级数学/青少年人工智能学习丛书,29.25
1771286|Python强化学习实战应用OpenI Gym和TensorFlow精通强化学习和深,53.82
正版python基础教程 Python编程从零基础到项目实战 python爬虫数据分析算法入门到精通 Python程序员面试宝典,58.50
包邮Python科学计算最佳实践 SciPy指南+Python 3.0科学计算指南共2册书籍,103.50
机器学习即服务 将Python机器学习创意快速转变为云端WEB应用程序,63.70
PYTHON数据预处理技术与实践,51.80
编程导论——以Python为舟 沙行勉  9787302505976 清华大学出版社,69.80
包邮Python王者归来+Python编程从入门到精通 计算机编程零基础书籍,161.60
正版python基础教程 Python编程从零基础到项目实战 python爬虫数据分析算法入门到精通 Python编程从零基础到项目实战实例,52.70
正版Python全栈数据工程师养成攻略( 频讲解版) 张宏伦 人民邮电出版社,46.60
正版Python量化交易：策略、技巧与实战 电子工业出版社 张彦桥,79.20
H Python Flask Web开发入门与项目实战 / 钱游编著 软件工具－程序设计,74.50
4册包邮机器学习即服务++机器学习+Python人脸识别+OpenCV TF深度学习与计算机视觉实战,237.60
Python数据预处理技术与实践,50.30
跟着迪哥学 Python数据分析与机器学习实战 唐宇迪 python编程从入门到精通书籍,62.30
Python数据科学手册(影印版),78.80
详解深度学习 基于TensorFlow和Keras学习RNN python深度学习神经网络 人工智能,56.80
正版书籍 Python深度学习：基于PyTorch智能系统与技术丛书计算机软件程序设计工具使用技术,72.20
神经网络与深度学习实战 PYTHON+KERAS+TENSORFLOW机器学习,193.00
Python机器学习算法(原理实现与案例),55.20
正版 PYTHON语言程序设计 周鸣争 中国铁道 9787113254131,28.80
Python深度学习入门 人工智能书籍 Python神经网络编程 机器学习实战 深度学习ai算法 T,486.00
Python快速入门精讲,37.20
Python 3学习笔记 上 基于Python 3.6 深入语言底层 分析解释器的,69.20
Python深度学习实战 PYTHON大规模机器学习  机器学习使用OpenCV和Python进行人,173.00
零基础轻松学PYTHON:青少年趣味编程(全彩版),42.60
Python数据分析与挖掘实战(第2版)/数据分析与决策技术丛书,60.83
Python从小白到大牛 + Kotlin从小白到大牛 + Java从小白到大牛Java函数编程开发,239.00
【R】深度学习案例精粹 python深度学习机器学习教程 Tensorflow实战教程 机器学习实战,62.00
2册 Scratch真好玩+Python真好玩教小孩学编程 程序设计少儿儿童小学生轻松玩转,105.10
包邮  对比Excel，轻松学习Python数据分析+Python数据处理+数据分析入门书籍,162.00
Python机器学习经典实例 (美)普拉提克·乔西(Prateek Joshi) 书 人民邮电出版社,42.48
正版 PYTHON语言程序设计基础（第2版） 嵩天 高教 9787040471700,33.50
1770279|Python 深度学习 基于TensorFlow 吴茂贵 王冬 李涛 杨本法 著 机,61.62
Python基础教程 周胜 著 电子工业出版社图书籍,30.80
自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现 人工智能机器学习,74.50
正版 PYTHON FLASK WEB开发入门与项目实战 钱游 机械工业,82.20
